trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
271,False,"{'a': 0.2, 'e': 0.10981040403263917}",30,8,29.081277855515395,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.10860910882495796}",25,19,-2.45890494475278,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.10828376975109819}",25,12,9.477022150445299,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.10758220779415704}",30,18,16.808971100626223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.10693864715997542}",20,13,12.68201426500928,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.1065650161306318}",25,13,19.788501383465903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.10592754037354536}",20,13,14.23109305008457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.10555744203214408}",20,8,22.198100494247843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.10492599361953311}",20,0,17.001752760066413,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
280,False,"{'a': 0.2, 'e': 0.10388196253898506}",25,15,16.092800297459167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.10336384908931688}",25,13,20.68590014576659,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.10274552282854095}",20,8,13.27274345745492,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.10213089541768343}",20,5,25.673520570293125,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.10136777896585017}",25,14,19.08581881691359,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.10081178656221147}",20,0,20.731631142830917,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
286,False,"{'a': 0.2, 'e': 0.0998086925258741}",30,18,22.825013121628242,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.09921163333945457}",20,7,-16.93854785665898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
288,False,"{'a': 0.2, 'e': 0.09856884903487283}",25,11,23.510836854404445,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.2, 'e': 0.09788127640342477}",20,8,-28.75131705691973,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
290,False,"{'a': 0.2, 'e': 0.09729574708953276}",20,11,14.42122818395226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.09685889987105087}",25,17,10.726883832570687,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.09647223811063636}",20,13,8.476510607488184,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.09613517548093582}",20,9,19.924718568631548,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.0956078833982329}",30,22,12.106153436377307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.09522621570890873}",20,7,22.183077710648515,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.09460925260909793}",20,0,31.286077893640407,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.2, 'e': 0.09366787481677047}",25,15,19.622534681937847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.09320070434214457}",25,12,21.895860009163616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.092596864369849}",25,6,20.650294596073014,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.09172135939149971}",20,8,18.891006912641156,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.09117267892259785}",20,10,18.42387924830172,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.09071795328941251}",25,14,20.808554888408253,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.09022037414328606}",25,8,31.459447414991068,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.08945675095924267}",35,22,-7.838736324980854,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.08887716776400652}",25,20,7.992621384214477,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.2, 'e': 0.08865525235443938}",25,0,28.95612698450365,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
307,False,"{'a': 0.2, 'e': 0.08755395912242724}",20,8,7.792636337444422,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.08703020819173661}",20,10,16.24128253111047,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.08659614321751515}",25,17,16.500382703130796,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.08625045049102159}",25,16,15.571481932146256,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.08586319544116683}",30,13,17.32452023012274,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.08513645131804015}",20,16,9.402459098800655,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.0849663485748482}",20,0,32.56198998435291,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.2, 'e': 0.0841209192808023}",30,4,15.160169975393186,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.08303442484540217}",25,14,17.669398741956428,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.08257898910511527}",30,20,20.35088610810713,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.08216712467870625}",30,23,14.767091246297568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.08188004242933027}",25,13,20.046500997996038,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.0813902330722527}",25,13,20.623513253004297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.08090335377235591}",25,11,26.71411906851241,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.2, 'e': 0.08033900781122416}",25,12,24.743379202342567,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.07981849775077554}",20,8,20.994692342897473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.0793410206280695}",20,2,7.0741983977498695,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.07863015513546918}",20,13,13.618035742229914,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.07835543064080858}",20,7,26.500503776957867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.07784777201954257}",20,9,23.477030621652872,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.07742078456529793}",25,16,15.989938183218213,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.07707317374569124}",20,15,10.395045475890912,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.07688073146440896}",20,11,9.539333051519662,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.07653554542391151}",25,0,18.895018775292368,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.07558480560934606}",20,13,13.794660643777082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.07532072120700357}",20,2,-21.263141792748616,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.2, 'e': 0.07464587607443557}",25,10,17.692569703548156,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.07408812618043001}",20,3,11.32097579368924,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.0734610459743132}",25,11,27.91496068610302,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.07294861425593517}",25,14,18.382199565754313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.07254849820529216}",30,17,19.304322254781752,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.0720784622387661}",30,16,28.62705833859896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.07157567481213492}",25,9,-15.484076546993007,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.2, 'e': 0.07100535373963698}",35,19,-9.282088096539828,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.07043957703401492}",20,2,24.348190620720366,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.06980846510439187}",20,9,17.907170686591748,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.06942557246628055}",20,15,2.4696927496408665,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.069252225309346}",25,16,7.218050697402108,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.06894129042364917}",20,9,19.67706981554216,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.06856315415427791}",25,11,14.998589302343923,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.06808488795979734}",20,4,26.03849576147268,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.06754238177422452}",20,7,22.586951977479742,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.06710478003905303}",25,8,22.11064505246406,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.06653680671501686}",20,13,14.532349204467707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.06630433495441021}",30,16,24.064279881647526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.2, 'e': 0.06584182528216186}",25,13,28.48310081757346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.06544795711656942}",35,24,-20.14182132643776,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
354,False,"{'a': 0.2, 'e': 0.065088981440455}",25,15,15.347379531077321,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.06476434879119362}",20,16,8.824272295728491,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.06463494953599953}",20,16,6.236038702063812,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.06450580882068972}",25,8,27.06052979288888,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.06395983312962555}",25,8,26.366963569392677,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.06341847856432796}",20,3,17.38087770309756,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.06288170601169404}",20,13,13.401589879474418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.06266200474215315}",25,15,20.28479804279101,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.06234947668967343}",20,10,10.016887579214869,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.06203850737735829}",25,7,31.579937721366818,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.0614826658497615}",20,7,19.64232261311257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.06108432453350828}",20,0,32.34918040344427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.060476525349080115}",20,10,10.169714553481255,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.06017489742054728}",30,9,37.97738886504693,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.05954636655926992}",20,9,12.265789768501872,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.2, 'e': 0.059219760533084885}",25,14,9.640490203695872,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.05889494590917182}",25,18,14.003752248804583,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.2, 'e': 0.05868917390954791}",20,11,16.664573898411238,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.2, 'e': 0.05842566596450083}",25,12,8.099695173864056,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.2, 'e': 0.05804713070807355}",25,15,20.15653295834134,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.2, 'e': 0.05775761943586195}",25,3,31.523646918265527,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.2, 'e': 0.057125767180635265}",25,10,27.681067180869015,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.0566989265798469}",25,3,38.271038879906094,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.2, 'e': 0.05607865612932754}",20,3,27.145771447738223,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.2, 'e': 0.05560400766597337}",20,12,9.578064572127193,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.055382035874854026}",30,16,23.736881007130833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.2, 'e': 0.05499571532313535}",30,0,42.77444416149735,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,False,"{'a': 0.2, 'e': 0.054176935791831735}",30,14,28.249000568992003,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.053745249353575324}",20,15,11.761899915671549,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.2, 'e': 0.053611054044221465}",20,16,8.36139357724805,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.05350393908679544}",30,5,29.029405377053127,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.05283930248109604}",20,6,21.23930994561929,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.2, 'e': 0.0524707189112711}",25,17,-27.13302404616317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
387,False,"{'a': 0.2, 'e': 0.05226125524224888}",30,8,-1.7288392383891105,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
388,False,"{'a': 0.2, 'e': 0.05168953167904939}",25,3,11.634688192817002,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
389,False,"{'a': 0.2, 'e': 0.05112406261224883}",20,12,14.520922577441315,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.05091997480952229}",25,14,22.21467764252445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.2, 'e': 0.05064068370265976}",20,8,21.391202291514197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.2, 'e': 0.05033774931241717}",20,7,26.050547232555544,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.2, 'e': 0.05001161502657907}",25,12,24.534649955744804,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.2, 'e': 0.04968759373891536}",20,15,8.699629314777193,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.04956352989898456}",20,5,15.033469261824022,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.04919319392060936}",20,12,12.039850859919914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.0489968141662752}",20,15,7.352699208193624,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.04887447511838762}",35,13,37.05050744858833,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.2, 'e': 0.048339801985592276}",25,19,10.387550593571616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.2, 'e': 0.04819499989137837}",20,10,19.160231105132382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.2, 'e': 0.04795462632661145}",25,13,21.99316288689899,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.2, 'e': 0.047667760028145566}",25,11,-16.52881500100586,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
403,False,"{'a': 0.2, 'e': 0.04733525084782438}",25,14,12.514307309879035,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.2, 'e': 0.04707562160306615}",25,13,24.51697619147098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.2, 'e': 0.04679401354245326}",20,7,21.095299924311792,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.2, 'e': 0.04649083883963831}",20,6,24.76078561421664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.2, 'e': 0.046166539340230656}",25,11,28.928273044917184,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.2, 'e': 0.04584450201048783}",25,16,16.28968942380926,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.2, 'e': 0.0456386652315427}",25,0,18.031970195971525,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
410,False,"{'a': 0.2, 'e': 0.04507173262684353}",30,18,20.514093740233992,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.2, 'e': 0.04480211190211832}",30,20,19.217564548195,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.2, 'e': 0.04457866043679474}",30,12,-4.015948974985495,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
413,False,"{'a': 0.2, 'e': 0.044179252524468825}",20,4,28.088646626009183,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.2, 'e': 0.04382722847791885}",20,13,12.827555094932983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.2, 'e': 0.04367410130711232}",20,15,9.72932605156613,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.2, 'e': 0.04356505242174754}",20,3,18.029449227616638,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.2, 'e': 0.04319631881407622}",20,6,25.278740719206567,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.04289500042711446}",25,20,9.024785577902167,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.2, 'e': 0.04278789686128706}",25,0,42.56994155256153,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.2, 'e': 0.042256377070028925}",25,12,21.881955548499864,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.2, 'e': 0.041982601354068595}",30,15,24.538984519481986,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.2, 'e': 0.04166890965820104}",20,8,10.725269928351226,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.04141964474279235}",20,13,11.546895385071968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.2, 'e': 0.04127492938579755}",20,6,24.34390058800429,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.2, 'e': 0.04098701376044022}",20,14,10.185411802635016,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.2, 'e': 0.04086423697641751}",20,10,19.022600255032998,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.2, 'e': 0.04066042574422247}",30,7,42.03666497716036,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.2, 'e': 0.040195509241808786}",35,12,40.289316763715476,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.2, 'e': 0.03973590865407774}",20,8,25.56045416913765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.2, 'e': 0.03949820702015951}",20,8,24.08004910022818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.2, 'e': 0.0392619273259598}",20,0,34.500718713251075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.2, 'e': 0.03887126462173843}",20,2,27.817854213430962,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.2, 'e': 0.03852299281410865}",20,10,14.25755568196861,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.2, 'e': 0.03833085858588812}",20,14,8.20655127247193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.2, 'e': 0.038216038326634526}",25,8,28.393291665551516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.2, 'e': 0.0378925786519699}",25,0,36.363566506048784,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
437,False,"{'a': 0.2, 'e': 0.03742186948015385}",35,23,21.315508959416277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.2, 'e': 0.037198010511754614}",25,18,16.039149473604738,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.2, 'e': 0.0370680450471995}",25,20,8.048473273738443,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.2, 'e': 0.03697549067575122}",20,10,15.186464986566435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.2, 'e': 0.03679107464664511}",35,18,30.321098217771983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.2, 'e': 0.036479675831989036}",30,7,40.953478970782356,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.2, 'e': 0.03606256255817134}",25,2,43.01745248042767,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.2, 'e': 0.035650218610813585}",20,12,14.877957495076078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.2, 'e': 0.035507902558230185}",25,13,26.005219867579818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.2, 'e': 0.03529549300875749}",20,3,28.553024423631324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.2, 'e': 0.03499675276289105}",30,17,22.19169107586978,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.2, 'e': 0.03477001157710343}",25,16,18.97028879139153,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.03461389804389767}",20,9,14.564813785823706,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.2, 'e': 0.034424044181367894}",20,13,-30.654631851297275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
451,False,"{'a': 0.2, 'e': 0.034303770628230326}",20,14,12.015298963751244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.2, 'e': 0.0342010135290622}",20,12,17.21463656902921,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.2, 'e': 0.03406448271860789}",20,8,23.80386532046249,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.2, 'e': 0.033860707758501085}",20,11,13.749322738773747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.2, 'e': 0.033708676899572396}",25,14,21.852906800150148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.2, 'e': 0.033523788086933154}",20,7,22.542030053335502,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
